administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
92836,Amara,AMARA,雅洛米察县,oras,686399,PPLA2,7557,27.316670,44.616670
93067,Căzăneşti,CĂZĂNEŞTI,雅洛米察县,oras,682501,PPLA2,3604,27.016670,44.616670
92701,Feteşti,FETEŞTI,雅洛米察县,municipiu,678306,PPLA2,32866,27.833330,44.383330
102749,Fierbinţi-Târg,FIERBINŢI-TÂRG,雅洛米察县,oras,678283,PPLA2,0,26.401000,44.682000
92658,Slobozia,SLOBOZIA,雅洛米察县,municipiu,8581467,PPLA,41550,27.363300,44.564700
100683,Urziceni,URZICENI,雅洛米察县,municipiu,664074,PPLA2,16770,26.633330,44.716670
92765,Ţăndărei,ŢĂNDĂREI,雅洛米察县,oras,665540,PPL,12761,27.656350,44.641280
95355,Hârlău,HÂRLĂU,雅西县,oras,676176,PPLA2,11295,26.900000,47.433330
95060,Iaşi,IAŞI,雅西县,municipiu,675810,PPLA,378954,27.600000,47.166670
95391,Paşcani,PAŞCANI,雅西县,municipiu,6945426,PPLA2,45000,26.722910,47.246900
98373,Podu Iloaiei,PODU ILOAIEI,雅西县,oras,670297,PPLA2,9752,27.266670,47.216670
95471,Târgu Frumos,TÂRGU FRUMOS,雅西县,oras,665013,PPLA2,13797,27.000000,47.200000
106318,Baia Mare,BAIA MARE,马拉穆列什县,municipiu,685826,PPLA,108759,23.568080,47.657290
106684,Baia Sprie,BAIA SPRIE,马拉穆列什县,oras,685823,PPLA2,16746,23.692150,47.661890
106746,Borşa,BORŞA,马拉穆列什县,oras,684156,PPLA2,26966,24.663280,47.655270
106782,Cavnic,CAVNIC,马拉穆列什县,oras,682508,PPLA2,5072,23.822110,47.648190
108017,Dragomireşti,DRAGOMIREŞTI,马拉穆列什县,oras,678922,PPLA2,3116,24.291110,47.668390
108963,Seini,SEINI,马拉穆列什县,oras,667437,PPLA2,10382,23.283330,47.750000
106559,Sighetu Marmaţiei,SIGHETU MARMAŢIEI,马拉穆列什县,municipiu,667227,PPLA2,40653,23.886030,47.931950
108892,Săliştea de Sus,SĂLIŞTEA DE SUS,马拉穆列什县,oras,668142,PPLA2,5119,24.350000,47.650000
106817,Târgu Lăpuş,TÂRGU LĂPUŞ,马拉穆列什县,oras,665009,PPLA2,0,23.865390,47.452610
106461,Tăuții-Măgherăuș,TĂUŢII-MĂGHERĂUŞ,马拉穆列什县,oras,665382,PPLA2,2761,23.483330,47.650000
109265,Ulmeni,ULMENI,马拉穆列什县,oras,664311,PPLA2,7047,23.300000,47.466670
106979,Vişeu de Sus,VIŞEU DE SUS,马拉穆列什县,oras,662699,PPL,15349,24.429530,47.707900
109176,Şomcuta Mare,ŞOMCUTA MARE,马拉穆列什县,oras,666475,PPLA2,7584,23.466670,47.516670
